input_text,target_text
translate question to dbpedia path: Name the office holder whose alma mater is Harvard-Westlake School and resting place is Alta Mesa Memorial Park?,[ANS] >> dbo:almaMater >> dbr:Harvard-Westlake_School [SEP] [ANS] >> dbp:restingPlace >> dbr:Alta_Mesa_Memorial_Park [SEP] [ANS] >> rdf:type >> dbo:OfficeHolder
translate question to dbpedia path: Which company developed Google Web Toolkit and Google custom search?,dbr:Google_Custom_Search >> dbo:author >> [ANS] [SEP] dbr:Google_Web_Toolkit >> dbo:author >> [ANS]
translate question to dbpedia path: Name the rive whose mouth is located in Limerick and location is Dowra?,[ANS] >> dbp:mouthLocation >> dbr:Limerick [SEP] [ANS] >> dbp:sourceLocation >> dbr:Dowra [SEP] [ANS] >> rdf:type >> dbo:River
translate question to dbpedia path: How many sports are played in maharashtran schools?,COUNT >> [ANS] >> rdf:type >> dbo:Sport [SEP] [VAR1] >> dbo:sport >> [ANS] [SEP] [VAR1] >> dbp:state >> dbr:Maharashtra
translate question to dbpedia path: What is the citizenship of Ren Romano ?,dbr:René_Romano >> dbp:citizenship >> [ANS]
translate question to dbpedia path: Which magazine's publisher is Jann Wenner and founded by Ralph J. Gleason?,[ANS] >> dbo:founder >> dbr:Ralph_J._Gleason [SEP] [ANS] >> dbo:publisher >> dbr:Jann_Wenner [SEP] [ANS] >> rdf:type >> dbo:Magazine
translate question to dbpedia path: Where did chancellor served by Rudolf Kirchschlger die?,[VAR1] >> dbo:deathPlace >> [ANS] [SEP] dbr:Rudolf_Kirchschläger >> dbp:chancellor >> [VAR1]
translate question to dbpedia path: How many owners owned the clubs participating in the Premier leagues of '14?,COUNT >> [VAR1] >> dbo:season >> dbr:2014–15_Premier_League [SEP] [VAR1] >> dbp:owner >> [ANS]
"translate question to dbpedia path: How many people live in the Beverly Hills, California?","COUNT >> [ANS] >> dbo:residence >> dbr:Beverly_Hills,_California [SEP] [ANS] >> rdf:type >> dbo:Person"
translate question to dbpedia path: Name some islands in a pacific archipelago?,[ANS] >> dbp:archipelago >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:Island [SEP] [VAR1] >> dbp:location >> dbr:Pacific_Ocean
"translate question to dbpedia path: For how many movies have the music composer composed music, who have collaborated with Yes ?",COUNT >> [ANS] >> dbo:musicComposer >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:Film [SEP] [VAR1] >> dbo:associatedMusicalArtist >> dbr:Yes_(band)
translate question to dbpedia path: Name the driver who had a pole finish in 1989 Portuguese Grand Prix ?,dbr:1989_Portuguese_Grand_Prix >> dbo:poleDriver >> [ANS]
translate question to dbpedia path: Jeff Munn is the president of which basketball team ?,[ANS] >> dbp:president >> dbr:Jeff_Munn [SEP] [ANS] >> rdf:type >> dbo:BasketballTeam
"translate question to dbpedia path: In how many areas do the networks broadcast, which also broadcasts in North Carolina?",COUNT >> [ANS] >> rdf:type >> dbo:Place [SEP] [VAR1] >> dbo:broadcastArea >> dbr:North_Carolina [SEP] [VAR1] >> dbp:area >> [ANS]
translate question to dbpedia path: Name the sovereign state of Wallington railway station ?,dbr:Wallington_railway_station >> dbo:country >> [ANS]
translate question to dbpedia path: Which terrotory of Tonkin campaign also the death bed of Thophane Vnard ?,dbr:Théophane_Vénard >> dbo:deathPlace >> [ANS] [SEP] dbr:Tonkin_Campaign >> dbo:territory >> [ANS]
translate question to dbpedia path: Where does the Giannis Alafouzos originate?,dbr:Giannis_Alafouzos >> dbo:stateOfOrigin >> [ANS]
translate question to dbpedia path: What is the death place of the Elbieta Czartoryska which is also place of birth of the Charles Journet,dbr:Charles_Journet >> dbo:birthPlace >> [ANS] [SEP] dbr:Elżbieta_Czartoryska_(1905–1989) >> dbp:deathPlace >> [ANS]
translate question to dbpedia path: What mammals fall into the biological family Canidae?,[ANS] >> dbo:family >> dbr:Canidae [SEP] [ANS] >> rdf:type >> dbo:Mammal
translate question to dbpedia path: what region is governed by Mario Olivero?,[ANS] >> dbp:leader >> dbr:Mario_Oliverio
translate question to dbpedia path: Whihc party of the Mizoram Legislative Assembly is the government type of kumta ?,dbr:Kumta >> dbo:governmentType >> [ANS] [SEP] dbr:Mizoram_Legislative_Assembly >> dbp:party >> [ANS]
translate question to dbpedia path: What sports can be played in institutions in Bataan?,[VAR1] >> dbo:sport >> [ANS] [SEP] [VAR1] >> dbp:province >> dbr:Bataan
translate question to dbpedia path: What is the total number of regions served by the companies which also serves Australia?,COUNT >> [VAR1] >> dbo:regionServed >> [ANS] [SEP] [VAR1] >> dbo:regionServed >> dbr:Australia
translate question to dbpedia path: What tv series can be said to be related to the sarah jane adventure and dr who confidential?,[ANS] >> dbo:related >> dbr:Doctor_Who_Confidential [SEP] [ANS] >> dbo:related >> dbr:The_Sarah_Jane_Adventures
translate question to dbpedia path: Which route junction of the Rhode Island Route 15 is the place of birth of the Michael Poulin?,dbr:Michael_Poulin >> dbp:placeOfBirth >> [ANS] [SEP] dbr:Rhode_Island_Route_15 >> dbo:routeJunction >> [ANS]
translate question to dbpedia path: What is the birth city of the Salford City F.C players ?,[VAR1] >> dbo:birthPlace >> [ANS] [SEP] [VAR1] >> dbo:team >> dbr:Salford_City_F.C. [SEP] [VAR1] >> rdf:type >> dbo:SoccerPlayer
translate question to dbpedia path: What is the birthplace of Liudmila Privivkova and Qadir Huseynov ?,dbr:Liudmila_Privivkova >> dbo:birthPlace >> [ANS] [SEP] dbr:Qadir_Huseynov >> dbo:birthPlace >> [ANS]
translate question to dbpedia path: Who are the maintainers of the bridges which cross the pandaruan river?,[VAR1] >> dbo:crosses >> dbr:Pandaruan_River [SEP] [VAR1] >> dbo:maintainedBy >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Bridge
translate question to dbpedia path: Who has official residences at Colts Neck Township and Beverly Hills?,"[ANS] >> dbo:residence >> dbr:Beverly_Hills,_California [SEP] [ANS] >> dbo:residence >> dbr:Colts_Neck_Township,_New_Jersey"
translate question to dbpedia path: List the area of radio stations whose sister station is WBCQ-FM?,[VAR1] >> dbp:area >> [ANS] [SEP] dbr:WBCQ-FM >> dbp:sisterStations >> [VAR1]
translate question to dbpedia path: Which school did Robbie Diack attend?,dbr:Robbie_Diack >> dbp:school >> [ANS]
"translate question to dbpedia path: List the alma mater of the congressmen who attended Nashville, Tennessee ?","[VAR1] >> dbo:almaMater >> [ANS] [SEP] [VAR1] >> dbp:almaMater >> dbr:Nashville,_Tennessee [SEP] [VAR1] >> rdf:type >> dbo:Congressman"
translate question to dbpedia path: What is the broadcast area of CFRX ?,dbr:CFRX >> dbo:broadcastArea >> [ANS]
translate question to dbpedia path: Who developed games based on the Cars series?,[VAR1] >> dbo:developer >> [ANS] [SEP] [VAR1] >> dbp:series >> dbr:Cars_(film) [SEP] [VAR1] >> rdf:type >> dbo:VideoGame
translate question to dbpedia path: What are the american football players whose former team's coach is Jason Maas?,[ANS] >> dbo:formerTeam >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:AmericanFootballPlayer [SEP] [VAR1] >> dbp:coach >> dbr:Jason_Maas
translate question to dbpedia path: Which hub of Cascade Airways is also the resting place of Brandon Lee ?,dbr:Brandon_Lee >> dbo:restingPlace >> [ANS] [SEP] dbr:Cascade_Airways >> dbp:hubs >> [ANS]
translate question to dbpedia path: How many companies have manufactured the rockets launched from the Cape Canaveral Air Force Station?,COUNT >> [VAR1] >> dbo:launchSite >> dbr:Cape_Canaveral_Air_Force_Station [SEP] [VAR1] >> dbo:manufacturer >> [ANS]
translate question to dbpedia path: What is the sea connected to Kaliningrad and Gdask?,[ANS] >> dbp:cities >> dbr:Gdańsk [SEP] [ANS] >> dbp:cities >> dbr:Kaliningrad [SEP] [ANS] >> rdf:type >> dbo:Sea
translate question to dbpedia path: Name the agency of Election Commission of Thailand ?,dbr:Election_Commission_of_Thailand >> dbp:agencyName >> [ANS]
translate question to dbpedia path: In which country did the planes designed by Ursula Hanle originate?,[VAR1] >> dbp:designer >> dbr:Ursula_Hänle [SEP] [VAR1] >> dbp:nationalOrigin >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Aircraft
translate question to dbpedia path: what are some units udner the US department of navy?,[ANS] >> dbo:commandStructure >> dbr:United_States_Department_of_the_Navy
translate question to dbpedia path: Which destination of the Novair International Airways is also the  predecessor of the Chevrolet Caprice?,dbr:Chevrolet_Caprice >> dbo:predecessor >> [ANS] [SEP] dbr:Novair_International_Airways >> dbo:destination >> [ANS]
translate question to dbpedia path: What did other artists associated with the Shirelles make?,[VAR1] >> dbo:associatedBand >> dbr:The_Shirelles [SEP] [VAR1] >> dbo:occupation >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Artist
translate question to dbpedia path: Which sitcoms are made by a company headquartered in NYC?,[ANS] >> dbo:company >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow [SEP] [VAR1] >> dbo:headquarter >> dbr:New_York_City
translate question to dbpedia path: Name the city of Duwamish River ?,dbr:Duwamish_River >> dbo:city >> [ANS]
translate question to dbpedia path: List the children of the parent of Marvin Bush.,[VAR1] >> dbp:children >> [ANS] [SEP] dbr:Marvin_Bush >> dbo:parent >> [VAR1]
translate question to dbpedia path: List the awards received of the person whose child is Daine Disney Miller?,[VAR1] >> dbo:award >> [ANS] [SEP] [VAR1] >> dbp:children >> dbr:Diane_Disney_Miller [SEP] [VAR1] >> rdf:type >> dbo:Person
translate question to dbpedia path: In which country is the Baku puppet Theater located which is also the birth palce of Anar Salmanov ?,dbr:Anar_Salmanov >> dbp:placeOfBirth >> [ANS] [SEP] dbr:Baku_Puppet_Theatre >> dbo:locationCountry >> [ANS]
translate question to dbpedia path: List down all the cast members of Tony n' Tina's Wedding ?,dbr:Tony_n'_Tina's_Wedding >> dbp:starring >> [ANS]
translate question to dbpedia path: What is the airline company has its headquarters in Dublin Airport?,[ANS] >> dbp:headquarters >> dbr:Dublin_Airport
translate question to dbpedia path: What was the result of Operation Autumn Clouds ?,dbr:Operation_Autumn_Clouds >> dbp:result >> [ANS]
translate question to dbpedia path: Where was the Temptation Waits recorded?,dbr:Temptation_Waits >> dbo:recordedIn >> [ANS]
translate question to dbpedia path: Some movies whose screenplay is done by american born people?,[ANS] >> dbp:screenplay >> [VAR1] [SEP] [VAR1] >> dbo:birthPlace >> dbr:United_States
translate question to dbpedia path: List the relatives of clay Aiken ?,[ANS] >> dbp:relatives >> dbr:Clay_Aiken
translate question to dbpedia path: List the relatives of the children of Jon Voight ?,[VAR1] >> dbo:relative >> [ANS] [SEP] dbr:Jon_Voight >> dbp:children >> [VAR1]
translate question to dbpedia path: What is the resting place of the children of Bruce Lee ?,[VAR1] >> dbo:restingPlace >> [ANS] [SEP] dbr:Bruce_Lee >> dbp:children >> [VAR1]
translate question to dbpedia path: List the colonel with branch as Militia ?,[ANS] >> dbp:branch >> dbr:Militia [SEP] [ANS] >> dbp:rank >> dbr:Colonel_(United_States)
translate question to dbpedia path: List all areas served by the radio station serving South carolina ?,[VAR1] >> dbp:area >> [ANS] [SEP] [VAR1] >> dbp:area >> dbr:South_Carolina [SEP] [VAR1] >> rdf:type >> dbo:RadioStation
translate question to dbpedia path: Which TV show's theme was composed by a band in which Todd Huth used to perform?,[ANS] >> dbp:themeMusicComposer >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow [SEP] [VAR1] >> dbo:formerBandMember >> dbr:Todd_Huth
translate question to dbpedia path: Which work is both Neil Cross and Lars Pearson both known for ?,dbr:Lars_Pearson >> dbo:notableWork >> [ANS] [SEP] dbr:Neil_Cross >> dbo:notableWork >> [ANS]
translate question to dbpedia path: What is the state of origin of Abbas Jafri ?,dbr:Abbas_Jafri >> dbo:stateOfOrigin >> [ANS]
translate question to dbpedia path: which award has been won by Claudia Moro?,dbr:Claudia_Moro >> dbp:title >> [ANS]
translate question to dbpedia path: What religion did the spouse of Richie Aprile follow?,[VAR1] >> dbo:religion >> [ANS] [SEP] dbr:Richie_Aprile >> dbp:spouse >> [VAR1]
translate question to dbpedia path: Which river has its roots in Baikal Mountains?,[ANS] >> dbo:sourceMountain >> dbr:Baikal_Mountains
translate question to dbpedia path: What is the country whose leader was once Valentina Matviyenko?,[ANS] >> dbo:leader >> dbr:Valentina_Matviyenko
translate question to dbpedia path: Is Ingo Steuer the formercoach of Stanislav Morozov?,ASK >> dbr:Stanislav_Morozov >> dbp:formercoach >> dbr:Ingo_Steuer
translate question to dbpedia path: Whose units are responsible for close air support?,[ANS] >> dbo:militaryUnit >> [VAR1] [SEP] [VAR1] >> dbp:role >> dbr:Close_air_support
translate question to dbpedia path: Which university has chancellor as Nicholas S. Zeppos?,[ANS] >> dbp:chancellor >> dbr:Nicholas_S._Zeppos [SEP] [ANS] >> rdf:type >> dbo:University
translate question to dbpedia path: Is Liang Chow the headcoach of Shawn Johnson?,ASK >> dbr:Shawn_Johnson >> dbp:headcoach >> dbr:Liang_Chow
translate question to dbpedia path: Name the key people of the non-profit organisations whose one of the key person is Lesley-Anne knight ?,[VAR1] >> dbp:keyPeople >> [ANS] [SEP] [VAR1] >> dbp:keyPeople >> dbr:Lesley-Anne_Knight
translate question to dbpedia path: What is the address of Federal Reserve Bank Building?,dbr:Federal_Reserve_Bank_Building_(Seattle) >> dbp:address >> [ANS]
translate question to dbpedia path: What are the kind of games one can play on windows?,[VAR1] >> dbo:computingPlatform >> dbr:Microsoft_Windows [SEP] [VAR1] >> dbo:genre >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:VideoGame
translate question to dbpedia path: What is the location country of the bank whose successor is Mauritius Bank ?,[VAR1] >> dbo:successor >> dbr:Mauritius_Bank [SEP] [VAR1] >> dbp:locationCountry >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Bank
translate question to dbpedia path: Which artists have co-starred with Kris Kristofferson?,[ANS] >> dbp:associatedActs >> dbr:Kris_Kristofferson [SEP] [ANS] >> rdf:type >> dbo:Artist
translate question to dbpedia path: List the software using C++ as programming language and licence is Software as a service?,[ANS] >> dbo:license >> dbr:Software_as_a_service [SEP] [ANS] >> dbp:programmingLanguage >> dbr:C++ [SEP] [ANS] >> rdf:type >> dbo:Software
translate question to dbpedia path: Which are the major hubs of airline which operates the Menora Tunnel?,[VAR1] >> dbp:hubs >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Airline [SEP] dbr:Menora_Tunnel >> dbp:operator >> [VAR1]
translate question to dbpedia path: List the countries through which European rout E39 and E8 passes ?,dbr:European_route_E39 >> dbo:county >> [ANS] [SEP] dbr:European_route_E8 >> dbo:county >> [ANS]
translate question to dbpedia path: Who are the writer of the singles whose music genre is Rhythm and blues ?,[VAR1] >> dbo:genre >> dbr:Rhythm_and_blues [SEP] [VAR1] >> dbo:writer >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Single
translate question to dbpedia path: Which country does the current team of Darren McNamara belong to?,[VAR1] >> dbo:locationCountry >> [ANS] [SEP] dbr:Darren_McNamara >> dbp:currentTeam >> [VAR1]
translate question to dbpedia path: Name the mountain which belongs to Sierra Nevada range and is located in Inyo National Forest?,[ANS] >> dbo:locatedInArea >> dbr:Inyo_National_Forest [SEP] [ANS] >> dbo:mountainRange >> dbr:Sierra_Nevada_(U.S.) [SEP] [ANS] >> rdf:type >> dbo:Mountain
translate question to dbpedia path: What are the awards won by the film editor of The Search?,[VAR1] >> dbp:awards >> [ANS] [SEP] dbr:The_Search_(2014_film) >> dbo:editing >> [VAR1]
translate question to dbpedia path: Which serving railway line of the Rostov-Glavny is also the  place of birth of  Nina Vislova?,dbr:Nina_Vislova >> dbp:placeOfBirth >> [ANS] [SEP] dbr:Rostov-Glavny >> dbo:servingRailwayLine >> [ANS]
translate question to dbpedia path: Who coached the Marquette golden eagles men team in 09 to 10 and then again in 13 to 14 ?,dbr:2009–10_Marquette_Golden_Eagles_men's_basketball_team >> dbo:coach >> [ANS] [SEP] dbr:2013–14_Marquette_Golden_Eagles_men's_basketball_team >> dbo:coach >> [ANS]
translate question to dbpedia path: Give me some series related to the one which had Yasmin Paige in them.,[ANS] >> dbo:related >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow [SEP] [VAR1] >> dbp:starring >> dbr:Yasmin_Paige
