input_text,target_text
translate question to dbpedia path | Entities possibly involved: dbr:Bruce_Lee | Question: What is the resting place of the children of Bruce Lee ?,[VAR1] >> dbo:restingPlace >> [ANS] [SEP] dbr:Bruce_Lee >> dbp:children >> [VAR1]
"translate question to dbpedia path | Entities possibly involved: dbr:Militia, dbr:Colonel_(United_States) | Question: List the colonel with branch as Militia ?",[ANS] >> dbp:branch >> dbr:Militia [SEP] [ANS] >> dbp:rank >> dbr:Colonel_(United_States)
translate question to dbpedia path | Entities possibly involved: dbr:South_Carolina | Question: List all areas served by the radio station serving South carolina ?,[VAR1] >> dbp:area >> [ANS] [SEP] [VAR1] >> dbp:area >> dbr:South_Carolina [SEP] [VAR1] >> rdf:type >> dbo:RadioStation
translate question to dbpedia path | Entities possibly involved: dbr:Todd_Huth | Question: Which TV show's theme was composed by a band in which Todd Huth used to perform?,[ANS] >> dbp:themeMusicComposer >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow [SEP] [VAR1] >> dbo:formerBandMember >> dbr:Todd_Huth
"translate question to dbpedia path | Entities possibly involved: dbr:Neil_Cross, dbr:Lars_Pearson | Question: Which work is both Neil Cross and Lars Pearson both known for ?",dbr:Lars_Pearson >> dbo:notableWork >> [ANS] [SEP] dbr:Neil_Cross >> dbo:notableWork >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Abbas_Jafri | Question: What is the state of origin of Abbas Jafri ?,dbr:Abbas_Jafri >> dbo:stateOfOrigin >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Claudia_Moro | Question: which award has been won by Claudia Moro?,dbr:Claudia_Moro >> dbp:title >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Richie_Aprile | Question: What religion did the spouse of Richie Aprile follow?,[VAR1] >> dbo:religion >> [ANS] [SEP] dbr:Richie_Aprile >> dbp:spouse >> [VAR1]
translate question to dbpedia path | Entities possibly involved: dbr:Baikal_Mountains | Question: Which river has its roots in Baikal Mountains?,[ANS] >> dbo:sourceMountain >> dbr:Baikal_Mountains
translate question to dbpedia path | Entities possibly involved: dbr:Valentina_Matviyenko | Question: What is the country whose leader was once Valentina Matviyenko?,[ANS] >> dbo:leader >> dbr:Valentina_Matviyenko
"translate question to dbpedia path | Entities possibly involved: dbr:Ingo_Steuer, dbr:Stanislav_Morozov | Question: Is Ingo Steuer the formercoach of Stanislav Morozov?",ASK >> dbr:Stanislav_Morozov >> dbp:formercoach >> dbr:Ingo_Steuer
translate question to dbpedia path | Entities possibly involved: dbr:Close_air_support | Question: Whose units are responsible for close air support?,[ANS] >> dbo:militaryUnit >> [VAR1] [SEP] [VAR1] >> dbp:role >> dbr:Close_air_support
translate question to dbpedia path | Entities possibly involved: dbr:Nicholas_S._Zeppos | Question: Which university has chancellor as Nicholas S. Zeppos?,[ANS] >> dbp:chancellor >> dbr:Nicholas_S._Zeppos [SEP] [ANS] >> rdf:type >> dbo:University
"translate question to dbpedia path | Entities possibly involved: dbr:Shawn_Johnson, dbr:Liang_Chow | Question: Is Liang Chow the headcoach of Shawn Johnson?",ASK >> dbr:Shawn_Johnson >> dbp:headcoach >> dbr:Liang_Chow
translate question to dbpedia path | Entities possibly involved: dbr:Lesley-Anne_Knight | Question: Name the key people of the non-profit organisations whose one of the key person is Lesley-Anne knight ?,[VAR1] >> dbp:keyPeople >> [ANS] [SEP] [VAR1] >> dbp:keyPeople >> dbr:Lesley-Anne_Knight
translate question to dbpedia path | Entities possibly involved: dbr:Federal_Reserve_Bank_Building_(Seattle) | Question: What is the address of Federal Reserve Bank Building?,dbr:Federal_Reserve_Bank_Building_(Seattle) >> dbp:address >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Microsoft_Windows | Question: What are the kind of games one can play on windows?,[VAR1] >> dbo:computingPlatform >> dbr:Microsoft_Windows [SEP] [VAR1] >> dbo:genre >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:VideoGame
translate question to dbpedia path | Entities possibly involved: dbr:Mauritius_Bank | Question: What is the location country of the bank whose successor is Mauritius Bank ?,[VAR1] >> dbo:successor >> dbr:Mauritius_Bank [SEP] [VAR1] >> dbp:locationCountry >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Bank
translate question to dbpedia path | Entities possibly involved: dbr:Kris_Kristofferson | Question: Which artists have co-starred with Kris Kristofferson?,[ANS] >> dbp:associatedActs >> dbr:Kris_Kristofferson [SEP] [ANS] >> rdf:type >> dbo:Artist
"translate question to dbpedia path | Entities possibly involved: dbr:Software_as_a_service, dbr:C++ | Question: List the software using C++ as programming language and licence is Software as a service?",[ANS] >> dbo:license >> dbr:Software_as_a_service [SEP] [ANS] >> dbp:programmingLanguage >> dbr:C++ [SEP] [ANS] >> rdf:type >> dbo:Software
translate question to dbpedia path | Entities possibly involved: dbr:Menora_Tunnel | Question: Which are the major hubs of airline which operates the Menora Tunnel?,[VAR1] >> dbp:hubs >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Airline [SEP] dbr:Menora_Tunnel >> dbp:operator >> [VAR1]
"translate question to dbpedia path | Entities possibly involved: dbr:European_route_E39, dbr:European_route_E8 | Question: List the countries through which European rout E39 and E8 passes ?",dbr:European_route_E39 >> dbo:county >> [ANS] [SEP] dbr:European_route_E8 >> dbo:county >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Rhythm_and_blues | Question: Who are the writer of the singles whose music genre is Rhythm and blues ?,[VAR1] >> dbo:genre >> dbr:Rhythm_and_blues [SEP] [VAR1] >> dbo:writer >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Single
translate question to dbpedia path | Entities possibly involved: dbr:Darren_McNamara | Question: Which country does the current team of Darren McNamara belong to?,[VAR1] >> dbo:locationCountry >> [ANS] [SEP] dbr:Darren_McNamara >> dbp:currentTeam >> [VAR1]
"translate question to dbpedia path | Entities possibly involved: dbr:Inyo_National_Forest, dbr:Sierra_Nevada_(U.S.) | Question: Name the mountain which belongs to Sierra Nevada range and is located in Inyo National Forest?",[ANS] >> dbo:locatedInArea >> dbr:Inyo_National_Forest [SEP] [ANS] >> dbo:mountainRange >> dbr:Sierra_Nevada_(U.S.) [SEP] [ANS] >> rdf:type >> dbo:Mountain
translate question to dbpedia path | Entities possibly involved: dbr:The_Search_(2014_film) | Question: What are the awards won by the film editor of The Search?,[VAR1] >> dbp:awards >> [ANS] [SEP] dbr:The_Search_(2014_film) >> dbo:editing >> [VAR1]
"translate question to dbpedia path | Entities possibly involved: dbr:Rostov-Glavny, dbr:Nina_Vislova | Question: Which serving railway line of the Rostov-Glavny is also the  place of birth of  Nina Vislova?",dbr:Nina_Vislova >> dbp:placeOfBirth >> [ANS] [SEP] dbr:Rostov-Glavny >> dbo:servingRailwayLine >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:2013–14_Marquette_Golden_Eagles_men's_basketball_team, dbr:2009–10_Marquette_Golden_Eagles_men's_basketball_team | Question: Who coached the Marquette golden eagles men team in 09 to 10 and then again in 13 to 14 ?",dbr:2009–10_Marquette_Golden_Eagles_men's_basketball_team >> dbo:coach >> [ANS] [SEP] dbr:2013–14_Marquette_Golden_Eagles_men's_basketball_team >> dbo:coach >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Yasmin_Paige | Question: Give me some series related to the one which had Yasmin Paige in them.,[ANS] >> dbo:related >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow [SEP] [VAR1] >> dbp:starring >> dbr:Yasmin_Paige
"translate question to dbpedia path | Entities possibly involved: dbr:James_Wong_Howe, dbr:Behave_Yourself! | Question: Is James Wong Howe the cinematographer of Behave Yourself?",ASK >> dbr:Behave_Yourself! >> dbp:cinematography >> dbr:James_Wong_Howe
"translate question to dbpedia path | Entities possibly involved: dbr:Heydar, dbr:Lion | Question: Does Heydar mean the same as a lion?",ASK >> dbr:Heydar >> dbp:meaning >> dbr:Lion
"translate question to dbpedia path | Entities possibly involved: dbr:Motorpsycho_Nitemare, dbr:Carolyn_Dennis | Question: Which associate musical artist of Carolyn Dennis is also the composer of Motorpsycho Nitemare ?",dbr:Carolyn_Dennis >> dbo:associatedMusicalArtist >> [ANS] [SEP] dbr:Motorpsycho_Nitemare >> dbp:composer >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Larry_David, dbr:Jerry_Seinfeld | Question: Count the number of shows whose creators are Jerry Seinfeld and Larry David?",COUNT >> [ANS] >> dbo:creator >> dbr:Jerry_Seinfeld [SEP] [ANS] >> dbo:creator >> dbr:Larry_David
"translate question to dbpedia path | Entities possibly involved: dbr:Mohamedia,_Tunisia | Question: What is the state of the settlement, which is the sub assembly of Mohamedia, Tunisia ?","[VAR1] >> dbo:country >> [ANS] [SEP] dbr:Mohamedia,_Tunisia >> dbo:isPartOf >> [VAR1]"
translate question to dbpedia path | Entities possibly involved: dbr:Hudson_Highlands_State_Park | Question: Name the rivers in the hudson highlands state parts?,dbr:Hudson_Highlands_State_Park >> dbp:river >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Steven_Moffat | Question: How many TV shows have executive producer as Steven Moffat ?,COUNT >> [ANS] >> dbo:executiveProducer >> dbr:Steven_Moffat [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow
"translate question to dbpedia path | Entities possibly involved: dbr:Castro_District,_San_Francisco, dbr:USS_Kittiwake_(ASR-13) | Question: Which office holder's military unit is USS Kittiwake  and constituency is Castro District, San Francisco ?","[ANS] >> dbo:militaryUnit >> dbr:USS_Kittiwake_(ASR-13) [SEP] [ANS] >> dbp:constituency >> dbr:Castro_District,_San_Francisco [SEP] [ANS] >> rdf:type >> dbo:OfficeHolder"
"translate question to dbpedia path | Entities possibly involved: dbr:The_Sandman_(Vertigo), dbr:Neverwhere_(radio_play) | Question: Which writer of the Snaman is also the writer of Neverwher ?",dbr:Neverwhere_(radio_play) >> dbo:writer >> [ANS] [SEP] dbr:The_Sandman_(Vertigo) >> dbp:writers >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Operation_Barbarossa | Question: How many relatives are there of veterans of operation Barbarossa?,COUNT >> [VAR1] >> dbo:battle >> dbr:Operation_Barbarossa [SEP] [VAR1] >> dbo:relation >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:George_Madison | Question: Which famous political figures are relatives to George Madison?,dbr:George_Madison >> dbo:relation >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Lieutenant_general_(United_States) | Question: Which organisation has superintendent as Lieutenant general (United States)?,[ANS] >> dbo:superintendent >> dbr:Lieutenant_general_(United_States) [SEP] [ANS] >> rdf:type >> dbo:Organisation
translate question to dbpedia path | Entities possibly involved: dbr:Electric_Lady_Studios | Question: Who all have been in bands which have recorded their work in the Electric Lady Studios?,[ANS] >> dbp:associatedActs >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:Person [SEP] [VAR1] >> dbo:recordedIn >> dbr:Electric_Lady_Studios
"translate question to dbpedia path | Entities possibly involved: dbr:Hirunika_Premachandra, dbr:South_Asians_in_Hong_Kong | Question: What religion is practiced by Hirunika Premachandra, and many others south asians in Hong Kong?",dbr:Hirunika_Premachandra >> dbp:religion >> [ANS] [SEP] dbr:South_Asians_in_Hong_Kong >> dbo:religion >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Jonas_Brothers, dbr:Kevin_Jonas | Question: Was Kevin Jonas a part of Jonas brothers?",ASK >> dbr:Jonas_Brothers >> dbo:formerBandMember >> dbr:Kevin_Jonas
translate question to dbpedia path | Entities possibly involved: dbr:Peter_Frampton | Question: Who did the associated act which is a Peter Frampton production ?,[ANS] >> dbp:associatedActs >> [VAR1] [SEP] [VAR1] >> dbp:producer >> dbr:Peter_Frampton
translate question to dbpedia path | Entities possibly involved: dbr:Amblin_Television | Question: List the shows whose company's successor is Amblin Television.,[ANS] >> dbo:company >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow [SEP] [VAR1] >> dbo:successor >> dbr:Amblin_Television
translate question to dbpedia path | Entities possibly involved: dbr:The_Comedy_Channel_(United_States) | Question: How many shows are made by the channel whose predecessor was the Comedy Channel?,COUNT >> [ANS] >> dbp:network >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow [SEP] [VAR1] >> dbo:predecessor >> dbr:The_Comedy_Channel_(United_States)
translate question to dbpedia path | Entities possibly involved: dbr:Cathedral_Range | Question: List of people who were the first one to ascend a mountain in the Cathedral range?,[VAR1] >> dbo:firstAscentPerson >> [ANS] [SEP] [VAR1] >> dbo:mountainRange >> dbr:Cathedral_Range [SEP] [VAR1] >> rdf:type >> dbo:Mountain
translate question to dbpedia path | Entities possibly involved: dbr:Stewart_Bovell | Question: Give me the mascot of the military unit in which Stewart Bovell served?,[VAR1] >> dbp:mascot >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:MilitaryUnit [SEP] dbr:Stewart_Bovell >> dbo:militaryBranch >> [VAR1]
"translate question to dbpedia path | Entities possibly involved: dbr:GetTV, dbr:Hypnotize_Minds | Question: Which company owns GetTV and Hypnotize minds ?",dbr:GetTV >> dbp:parent >> [ANS] [SEP] dbr:Hypnotize_Minds >> dbp:parent >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Indochina | Question: In which wars did commanders born in Indochina fight?,[ANS] >> dbo:commander >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:MilitaryConflict [SEP] [VAR1] >> dbo:birthPlace >> dbr:Indochina
translate question to dbpedia path | Entities possibly involved: dbr:Mary_Poppins_(musical) | Question: Who has written the mary poppins musical?,dbr:Mary_Poppins_(musical) >> dbo:author >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Oslo | Question: Which newspaper is owned by people living in Oslo?,[ANS] >> dbp:owners >> [VAR1] [SEP] [VAR1] >> dbo:location >> dbr:Oslo
translate question to dbpedia path | Entities possibly involved: dbr:Ford_SHO_V6_engine | Question: Who made the engine whose predecessor is the SHO V6?,[VAR1] >> dbo:manufacturer >> [ANS] [SEP] [VAR1] >> dbp:predecessor >> dbr:Ford_SHO_V6_engine [SEP] [VAR1] >> rdf:type >> dbo:Engine
translate question to dbpedia path | Entities possibly involved: dbr:Ontario | Question: For how many different teams have Ontarians been drafted ?,COUNT >> [VAR1] >> dbo:draftTeam >> [ANS] [SEP] [VAR1] >> dbp:placeOfBirth >> dbr:Ontario
translate question to dbpedia path | Entities possibly involved: dbr:Alexandre_Tichonov | Question: Name the university of Alexandre Tichonov ?,dbr:Alexandre_Tichonov >> dbp:university >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Southeast_Asia | Question: In which countries can i find broadcasted TV in southeast asia?,[VAR1] >> dbp:broadcastArea >> dbr:Southeast_Asia [SEP] [VAR1] >> dbp:country >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:TelevisionStation
"translate question to dbpedia path | Entities possibly involved: dbr:Bellator_MMA:_Season_Eleven | Question: Over how many cities did the Bellaton MMA, Season 11 take place?",COUNT >> dbr:Bellator_MMA:_Season_Eleven >> dbp:city >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:St_George's_Hospital | Question: Whose academic advisor works at the St George's Hospital?,[ANS] >> dbo:academicAdvisor >> [VAR1] [SEP] [VAR1] >> dbp:workInstitutions >> dbr:St_George's_Hospital
